,date,369
0,2015-01-01,13
1,2015-01-02,32
2,2015-01-03,12
3,2015-01-04,33
4,2015-01-05,29
5,2015-01-06,16
6,2015-01-07,19
7,2015-01-08,11
8,2015-01-09,10
9,2015-01-10,26
10,2015-01-11,12
11,2015-01-12,19
12,2015-01-13,26
13,2015-01-14,27
14,2015-01-15,34
15,2015-01-16,24
16,2015-01-17,19
17,2015-01-18,2
18,2015-01-19,31
19,2015-01-20,38
20,2015-01-21,32
21,2015-01-22,43
22,2015-01-23,29
23,2015-01-24,14
24,2015-01-25,25
25,2015-01-26,7
26,2015-01-27,0
27,2015-01-28,3
28,2015-01-29,14
29,2015-01-30,21
30,2015-01-31,18
31,2015-02-01,27
32,2015-02-02,3
33,2015-02-03,10
34,2015-02-04,21
35,2015-02-05,16
36,2015-02-06,20
37,2015-02-07,16
38,2015-02-08,15
39,2015-02-09,9
40,2015-02-10,19
41,2015-02-11,24
42,2015-02-12,12
43,2015-02-13,15
44,2015-02-14,15
45,2015-02-15,7
46,2015-02-16,10
47,2015-02-17,10
48,2015-02-18,13
49,2015-02-19,17
50,2015-02-20,18
51,2015-02-21,13
52,2015-02-22,17
53,2015-02-23,13
54,2015-02-24,12
55,2015-02-25,17
56,2015-02-26,21
57,2015-02-27,24
58,2015-02-28,17
59,2015-03-01,8
60,2015-03-02,14
61,2015-03-03,10
62,2015-03-04,20
63,2015-03-05,6
64,2015-03-06,9
65,2015-03-07,21
66,2015-03-08,25
67,2015-03-09,30
68,2015-03-10,20
69,2015-03-11,64
70,2015-03-12,41
71,2015-03-13,47
72,2015-03-14,15
73,2015-03-15,28
74,2015-03-16,44
75,2015-03-17,35
76,2015-03-18,28
77,2015-03-19,34
78,2015-03-20,25
79,2015-03-21,48
80,2015-03-22,28
81,2015-03-23,26
82,2015-03-24,36
83,2015-03-25,32
84,2015-03-26,25
85,2015-03-27,35
86,2015-03-28,2
87,2015-03-29,28
88,2015-03-30,44
89,2015-03-31,22
90,2015-04-01,43
91,2015-04-02,57
92,2015-04-03,50
93,2015-04-04,51
94,2015-04-05,48
95,2015-04-06,53
96,2015-04-07,47
97,2015-04-08,42
98,2015-04-09,40
99,2015-04-10,34
100,2015-04-11,77
101,2015-04-12,64
102,2015-04-13,67
103,2015-04-14,60
104,2015-04-15,74
105,2015-04-16,48
106,2015-04-17,58
107,2015-04-18,98
108,2015-04-19,55
109,2015-04-20,21
110,2015-04-21,72
111,2015-04-22,42
112,2015-04-23,34
113,2015-04-24,56
114,2015-04-25,67
115,2015-04-26,85
116,2015-04-27,47
117,2015-04-28,76
118,2015-04-29,95
119,2015-04-30,68
120,2015-05-01,64
121,2015-05-02,79
122,2015-05-03,65
123,2015-05-04,56
124,2015-05-05,70
125,2015-05-06,82
126,2015-05-07,86
127,2015-05-08,72
128,2015-05-09,84
129,2015-05-10,67
130,2015-05-11,76
131,2015-05-12,66
132,2015-05-13,64
133,2015-05-14,101
134,2015-05-15,95
135,2015-05-16,54
136,2015-05-17,90
137,2015-05-18,61
138,2015-05-19,78
139,2015-05-20,69
140,2015-05-21,77
141,2015-05-22,88
142,2015-05-23,56
143,2015-05-24,66
144,2015-05-25,77
145,2015-05-26,88
146,2015-05-27,86
147,2015-05-28,98
148,2015-05-29,87
149,2015-05-30,106
150,2015-05-31,82
151,2015-06-01,29
152,2015-06-02,27
153,2015-06-03,84
154,2015-06-04,91
155,2015-06-05,79
156,2015-06-06,86
157,2015-06-07,91
158,2015-06-08,62
159,2015-06-09,112
160,2015-06-10,96
161,2015-06-11,79
162,2015-06-12,100
163,2015-06-13,80
164,2015-06-14,93
165,2015-06-15,62
166,2015-06-16,61
167,2015-06-17,100
168,2015-06-18,80
169,2015-06-19,110
170,2015-06-20,86
171,2015-06-21,77
172,2015-06-22,83
173,2015-06-23,68
174,2015-06-24,93
175,2015-06-25,120
176,2015-06-26,104
177,2015-06-27,61
178,2015-06-28,100
179,2015-06-29,87
180,2015-06-30,88
181,2015-07-01,93
182,2015-07-02,95
183,2015-07-03,104
184,2015-07-04,64
185,2015-07-05,70
186,2015-07-06,85
187,2015-07-07,97
188,2015-07-08,102
189,2015-07-09,68
190,2015-07-10,96
191,2015-07-11,108
