date,usage
2015-01-01,8
2015-01-02,18
2015-01-03,9
2015-01-04,10
2015-01-05,20
2015-01-06,18
2015-01-07,19
2015-01-08,16
2015-01-09,11
2015-01-10,10
2015-01-11,6
2015-01-12,17
2015-01-13,26
2015-01-14,22
2015-01-15,32
2015-01-16,31
2015-01-17,16
2015-01-18,3
2015-01-19,15
2015-01-20,34
2015-01-21,29
2015-01-22,23
2015-01-23,36
2015-01-24,10
2015-01-25,12
2015-01-26,10
2015-01-27,1
2015-01-28,9
2015-01-29,13
2015-01-30,12
2015-01-31,3
2015-02-01,8
2015-02-02,3
2015-02-03,9
2015-02-04,24
2015-02-05,19
2015-02-06,11
2015-02-07,10
2015-02-08,4
2015-02-09,8
2015-02-10,10
2015-02-11,18
2015-02-12,27
2015-02-13,8
2015-02-14,6
2015-02-15,3
2015-02-16,6
2015-02-17,10
2015-02-18,18
2015-02-19,20
2015-02-20,15
2015-02-21,7
2015-02-22,5
2015-02-23,18
2015-02-24,11
2015-02-25,15
2015-02-26,22
2015-02-27,7
2015-02-28,6
2015-03-01,4
2015-03-02,3
2015-03-03,12
2015-03-04,9
2015-03-05,3
2015-03-06,12
2015-03-07,12
2015-03-08,13
2015-03-09,31
2015-03-10,18
2015-03-11,39
2015-03-12,37
2015-03-13,25
2015-03-14,8
2015-03-15,20
2015-03-16,17
2015-03-17,30
2015-03-18,28
2015-03-19,26
2015-03-20,25
2015-03-21,18
2015-03-22,12
2015-03-23,24
2015-03-24,30
2015-03-25,15
2015-03-26,26
2015-03-27,24
2015-03-28,1
2015-03-29,20
2015-03-30,28
2015-03-31,24
2015-04-01,27
2015-04-02,52
2015-04-03,36
2015-04-04,20
2015-04-05,17
2015-04-06,50
2015-04-07,24
2015-04-08,30
2015-04-09,37
2015-04-10,31
2015-04-11,14
2015-04-12,42
2015-04-13,67
2015-04-14,52
2015-04-15,60
2015-04-16,56
2015-04-17,42
2015-04-18,40
2015-04-19,30
2015-04-20,16
2015-04-21,48
2015-04-22,42
2015-04-23,46
2015-04-24,39
2015-04-25,22
2015-04-26,36
2015-04-27,56
2015-04-28,65
2015-04-29,69
2015-04-30,68
2015-05-01,53
2015-05-02,34
2015-05-03,35
2015-05-04,66
2015-05-05,70
2015-05-06,52
2015-05-07,85
2015-05-08,73
2015-05-09,38
2015-05-10,29
2015-05-11,72
2015-05-12,53
2015-05-13,53
2015-05-14,59
2015-05-15,65
2015-05-16,30
2015-05-17,37
2015-05-18,65
2015-05-19,74
2015-05-20,62
2015-05-21,57
2015-05-22,43
2015-05-23,25
2015-05-24,37
2015-05-25,41
2015-05-26,68
2015-05-27,58
2015-05-28,65
2015-05-29,61
2015-05-30,39
2015-05-31,19
2015-06-01,27
2015-06-02,13
2015-06-03,55
2015-06-04,57
2015-06-05,37
2015-06-06,36
2015-06-07,45
2015-06-08,55
2015-06-09,57
2015-06-10,56
2015-06-11,54
2015-06-12,45
2015-06-13,38
2015-06-14,36
2015-06-15,31
2015-06-16,73
2015-06-17,74
2015-06-18,72
2015-06-19,63
2015-06-20,31
2015-06-21,32
2015-06-22,65
2015-06-23,73
2015-06-24,81
2015-06-25,59
2015-06-26,72
2015-06-27,21
2015-06-28,34
2015-06-29,74
2015-06-30,75
2015-07-01,76
2015-07-02,63
2015-07-03,27
2015-07-04,19
2015-07-05,41
2015-07-06,62
2015-07-07,65
2015-07-08,53
2015-07-09,51
2015-07-10,52
2015-07-11,50
2015-07-12,42
2015-07-13,69
2015-07-14,71
2015-07-15,56
2015-07-16,64
2015-07-17,61
2015-07-18,39
2015-07-19,49
2015-07-20,57
2015-07-21,84
2015-07-22,68
2015-07-23,59
2015-07-24,59
2015-07-25,31
2015-07-26,33
2015-07-27,82
2015-07-28,71
2015-07-29,65
2015-07-30,39
2015-07-31,59
2015-08-01,37
2015-08-02,41
2015-08-03,73
2015-08-04,77
2015-08-05,60
2015-08-06,80
2015-08-07,73
2015-08-08,38
2015-08-09,39
2015-08-10,62
2015-08-11,44
2015-08-12,119
2015-08-13,88
2015-08-14,105
2015-08-15,66
2015-08-16,58
2015-08-17,100
2015-08-18,100
2015-08-19,100
2015-08-20,83
2015-08-21,97
2015-08-22,66
2015-08-23,50
2015-08-24,102
2015-08-25,94
2015-08-26,91
2015-08-27,93
2015-08-28,67
2015-08-29,58
2015-08-30,48
2015-08-31,59
2015-09-01,96
2015-09-02,78
2015-09-03,93
2015-09-04,66
2015-09-05,39
2015-09-06,29
2015-09-07,55
2015-09-08,84
2015-09-09,77
2015-09-10,36
2015-09-11,112
2015-09-12,39
2015-09-13,61
2015-09-14,78
2015-09-15,103
2015-09-16,96
2015-09-17,102
2015-09-18,92
2015-09-19,75
2015-09-20,77
2015-09-21,94
2015-09-22,107
2015-09-23,62
2015-09-24,101
2015-09-25,77
2015-09-26,69
2015-09-27,39
2015-09-28,91
2015-09-29,84
2015-09-30,63
2015-10-01,61
2015-10-02,15
2015-10-03,43
2015-10-04,60
2015-10-05,105
2015-10-06,116
2015-10-07,120
2015-10-08,135
2015-10-09,72
2015-10-10,67
2015-10-11,52
2015-10-12,116
2015-10-13,115
2015-10-14,112
2015-10-15,128
2015-10-16,99
2015-10-17,60
2015-10-18,42
2015-10-19,96
2015-10-20,127
2015-10-21,125
2015-10-22,141
2015-10-23,91
2015-10-24,57
2015-10-25,48
2015-10-26,110
2015-10-27,105
2015-10-28,35
2015-10-29,118
2015-10-30,103
2015-10-31,59
2015-11-01,94
2015-11-02,113
2015-11-03,146
2015-11-04,139
2015-11-05,104
2015-11-06,115
2015-11-07,60
2015-11-08,81
2015-11-09,128
2015-11-10,48
2015-11-11,108
2015-11-12,99
2015-11-13,96
2015-11-14,49
2015-11-15,45
2015-11-16,138
2015-11-17,103
2015-11-18,128
2015-11-19,56
2015-11-20,130
2015-11-21,71
2015-11-22,50
2015-11-23,77
2015-11-24,75
2015-11-25,72
2015-11-26,23
2015-11-27,49
2015-11-28,39
2015-11-29,52
2015-11-30,77
2015-12-01,50
2015-12-02,57
2015-12-03,84
2015-12-04,87
2015-12-05,42
2015-12-06,53
2015-12-07,98
2015-12-08,95
2015-12-09,100
2015-12-10,104
2015-12-11,108
2015-12-12,64
2015-12-13,66
2015-12-14,63
2015-12-15,147
2015-12-16,82
2015-12-17,46
2015-12-18,104
2015-12-19,54
2015-12-20,38
2015-12-21,63
2015-12-22,73
2015-12-23,44
2015-12-24,47
2015-12-25,16
2015-12-26,36
2015-12-27,24
2015-12-28,31
2015-12-29,38
2015-12-30,43
2015-12-31,52
