,date,2004
0,2015-01-01,17
1,2015-01-02,31
2,2015-01-03,5
3,2015-01-04,30
4,2015-01-05,41
5,2015-01-06,25
6,2015-01-07,28
7,2015-01-08,17
8,2015-01-09,22
9,2015-01-10,5
10,2015-01-11,17
11,2015-01-12,25
12,2015-01-13,31
13,2015-01-14,37
14,2015-01-15,33
15,2015-01-16,36
16,2015-01-17,11
17,2015-01-18,5
18,2015-01-19,25
19,2015-01-20,55
20,2015-01-21,43
21,2015-01-22,46
22,2015-01-23,46
23,2015-01-24,12
24,2015-01-25,18
25,2015-01-26,10
26,2015-01-27,2
27,2015-01-28,6
28,2015-01-29,40
29,2015-01-30,25
30,2015-01-31,9
31,2015-02-01,14
32,2015-02-02,4
33,2015-02-03,9
34,2015-02-04,19
35,2015-02-05,19
36,2015-02-06,34
37,2015-02-07,13
38,2015-02-08,13
39,2015-02-09,21
40,2015-02-10,33
41,2015-02-11,30
42,2015-02-12,29
43,2015-02-13,18
44,2015-02-14,9
45,2015-02-15,6
46,2015-02-16,10
47,2015-02-17,14
48,2015-02-18,26
49,2015-02-19,14
50,2015-02-20,6
51,2015-02-21,2
52,2015-02-22,3
53,2015-02-23,20
54,2015-02-24,18
55,2015-02-25,29
56,2015-02-26,33
57,2015-02-27,29
58,2015-02-28,15
59,2015-03-01,4
60,2015-03-02,31
61,2015-03-03,7
62,2015-03-04,23
63,2015-03-05,4
64,2015-03-06,16
65,2015-03-07,7
66,2015-03-08,13
67,2015-03-09,52
68,2015-03-10,36
69,2015-03-11,49
70,2015-03-12,46
71,2015-03-13,46
72,2015-03-14,14
73,2015-03-15,10
74,2015-03-16,33
75,2015-03-17,47
76,2015-03-18,41
77,2015-03-19,52
78,2015-03-20,15
79,2015-03-21,22
80,2015-03-22,27
81,2015-03-23,47
82,2015-03-24,49
83,2015-03-25,44
84,2015-03-26,47
85,2015-03-27,51
86,2015-03-28,0
87,2015-03-29,14
88,2015-03-30,40
89,2015-03-31,31
90,2015-04-01,59
91,2015-04-02,70
92,2015-04-03,29
93,2015-04-04,30
94,2015-04-05,25
95,2015-04-06,69
96,2015-04-07,44
97,2015-04-08,52
98,2015-04-09,44
99,2015-04-10,45
100,2015-04-11,41
101,2015-04-12,43
102,2015-04-13,72
103,2015-04-14,48
104,2015-04-15,86
105,2015-04-16,83
106,2015-04-17,81
107,2015-04-18,75
108,2015-04-19,60
109,2015-04-20,42
110,2015-04-21,92
111,2015-04-22,71
112,2015-04-23,67
113,2015-04-24,62
114,2015-04-25,50
115,2015-04-26,42
116,2015-04-27,70
117,2015-04-28,94
118,2015-04-29,107
119,2015-04-30,76
120,2015-05-01,85
121,2015-05-02,81
122,2015-05-03,57
123,2015-05-04,98
124,2015-05-05,110
125,2015-05-06,98
126,2015-05-07,99
127,2015-05-08,111
128,2015-05-09,54
129,2015-05-10,78
130,2015-05-11,101
131,2015-05-12,103
132,2015-05-13,102
133,2015-05-14,126
134,2015-05-15,116
135,2015-05-16,75
136,2015-05-17,92
137,2015-05-18,81
138,2015-05-19,95
139,2015-05-20,101
140,2015-05-21,90
141,2015-05-22,102
142,2015-05-23,59
143,2015-05-24,42
144,2015-05-25,68
145,2015-05-26,127
146,2015-05-27,89
147,2015-05-28,99
148,2015-05-29,129
149,2015-05-30,68
150,2015-05-31,59
151,2015-06-01,66
152,2015-06-02,42
153,2015-06-03,115
154,2015-06-04,102
155,2015-06-05,88
156,2015-06-06,67
157,2015-06-07,76
158,2015-06-08,100
159,2015-06-09,113
160,2015-06-10,125
161,2015-06-11,133
162,2015-06-12,114
163,2015-06-13,74
164,2015-06-14,83
165,2015-06-15,83
166,2015-06-16,93
167,2015-06-17,104
168,2015-06-18,110
169,2015-06-19,110
170,2015-06-20,51
171,2015-06-21,71
172,2015-06-22,101
173,2015-06-23,104
174,2015-06-24,145
175,2015-06-25,135
176,2015-06-26,127
177,2015-06-27,33
178,2015-06-28,50
179,2015-06-29,97
180,2015-06-30,113
181,2015-07-01,105
182,2015-07-02,93
183,2015-07-03,66
184,2015-07-04,45
185,2015-07-05,61
186,2015-07-06,87
187,2015-07-07,117
188,2015-07-08,99
189,2015-07-09,98
190,2015-07-10,124
191,2015-07-11,74
192,2015-07-12,66
193,2015-07-13,110
194,2015-07-14,103
195,2015-07-15,94
196,2015-07-16,107
197,2015-07-17,106
198,2015-07-18,71
199,2015-07-19,66
200,2015-07-20,92
201,2015-07-21,101
202,2015-07-22,121
203,2015-07-23,124
204,2015-07-24,110
205,2015-07-25,68
206,2015-07-26,83
207,2015-07-27,88
208,2015-07-28,102
209,2015-07-29,81
210,2015-07-30,80
211,2015-07-31,111
212,2015-08-01,63
213,2015-08-02,72
214,2015-08-03,105
215,2015-08-04,129
216,2015-08-05,104
217,2015-08-06,106
