date,usage
2015-01-01,6
2015-01-02,9
2015-01-03,2
2015-01-04,2
2015-01-05,15
2015-01-06,7
2015-01-07,11
2015-01-08,10
2015-01-09,7
2015-01-10,5
2015-01-11,2
2015-01-12,12
2015-01-13,9
2015-01-14,16
2015-01-15,22
2015-01-16,21
2015-01-17,4
2015-01-18,2
2015-01-19,8
2015-01-20,22
2015-01-21,18
2015-01-22,15
2015-01-23,13
2015-01-24,0
2015-01-25,1
2015-01-26,3
2015-01-27,1
2015-01-28,1
2015-01-29,11
2015-01-30,8
2015-01-31,2
2015-02-01,2
2015-02-02,0
2015-02-03,6
2015-02-04,10
2015-02-05,6
2015-02-06,9
2015-02-07,3
2015-02-08,1
2015-02-09,7
2015-02-10,11
2015-02-11,8
2015-02-12,9
2015-02-13,11
2015-02-14,2
2015-02-15,1
2015-02-16,1
2015-02-17,8
2015-02-18,14
2015-02-19,8
2015-02-20,5
2015-02-21,1
2015-02-22,1
2015-02-23,9
2015-02-24,4
2015-02-25,12
2015-02-26,14
2015-02-27,11
2015-02-28,4
2015-03-01,0
2015-03-02,14
2015-03-03,4
2015-03-04,14
2015-03-05,2
2015-03-06,7
2015-03-07,0
2015-03-08,5
2015-03-09,24
2015-03-10,16
2015-03-11,42
2015-03-12,26
2015-03-13,26
2015-03-14,1
2015-03-15,11
2015-03-16,34
2015-03-17,22
2015-03-18,14
2015-03-19,17
2015-03-20,3
2015-03-21,7
2015-03-22,6
2015-03-23,13
2015-03-24,33
2015-03-25,22
2015-03-26,20
2015-03-27,31
2015-03-28,0
2015-03-29,1
2015-03-30,25
2015-03-31,14
2015-04-01,38
2015-04-02,42
2015-04-03,18
2015-04-04,8
2015-04-05,8
2015-04-06,34
2015-04-07,24
2015-04-08,27
2015-04-09,23
2015-04-10,27
2015-04-11,15
2015-04-12,13
2015-04-13,45
2015-04-14,28
2015-04-15,49
2015-04-16,46
2015-04-17,39
2015-04-18,17
2015-04-19,21
2015-04-20,24
2015-04-21,39
2015-04-22,19
2015-04-23,27
2015-04-24,22
2015-04-25,11
2015-04-26,21
2015-04-27,20
2015-04-28,17
2015-04-29,41
2015-04-30,40
2015-05-01,51
2015-05-02,9
2015-05-03,21
2015-05-04,51
2015-05-05,51
2015-05-06,44
2015-05-07,51
2015-05-08,68
2015-05-09,8
2015-05-10,23
2015-05-11,57
2015-05-12,42
2015-05-13,48
2015-05-14,52
2015-05-15,55
2015-05-16,13
2015-05-17,18
2015-05-18,43
2015-05-19,48
2015-05-20,44
2015-05-21,47
2015-05-22,56
2015-05-23,15
2015-05-24,19
2015-05-25,18
2015-05-26,46
2015-05-27,51
2015-05-28,48
2015-05-29,54
2015-05-30,33
2015-05-31,15
2015-06-01,28
2015-06-02,18
2015-06-03,54
2015-06-04,57
2015-06-05,51
2015-06-06,18
2015-06-07,15
2015-06-08,51
2015-06-09,51
2015-06-10,48
2015-06-11,53
2015-06-12,57
2015-06-13,8
2015-06-14,27
2015-06-15,42
2015-06-16,50
2015-06-17,53
2015-06-18,53
2015-06-19,51
2015-06-20,15
2015-06-21,16
2015-06-22,57
2015-06-23,57
2015-06-24,62
2015-06-25,62
2015-06-26,64
2015-06-27,2
2015-06-28,11
2015-06-29,52
2015-06-30,60
2015-07-01,46
2015-07-02,43
2015-07-03,30
2015-07-04,48
2015-07-05,20
2015-07-06,45
2015-07-07,50
2015-07-08,54
2015-07-09,47
2015-07-10,46
2015-07-11,28
2015-07-12,28
2015-07-13,58
2015-07-14,57
2015-07-15,57
2015-07-16,73
2015-07-17,57
2015-07-18,34
2015-07-19,22
2015-07-20,47
2015-07-21,58
2015-07-22,57
2015-07-23,53
2015-07-24,68
2015-07-25,33
2015-07-26,27
2015-07-27,45
2015-07-28,58
2015-07-29,65
2015-07-30,49
2015-07-31,46
2015-08-01,23
2015-08-02,47
2015-08-03,49
2015-08-04,60
2015-08-05,81
2015-08-06,64
2015-08-07,52
2015-08-08,39
2015-08-09,29
2015-08-10,55
2015-08-11,21
2015-08-12,59
2015-08-13,62
2015-08-14,62
2015-08-15,25
2015-08-16,36
2015-08-17,56
2015-08-18,59
2015-08-19,49
2015-08-20,53
2015-08-21,58
2015-08-22,17
2015-08-23,33
2015-08-24,62
2015-08-25,65
2015-08-26,62
2015-08-27,60
2015-08-28,55
2015-08-29,22
2015-08-30,16
2015-08-31,55
2015-09-01,43
2015-09-02,50
2015-09-03,51
2015-09-04,45
2015-09-05,53
2015-09-06,19
2015-09-07,38
2015-09-08,51
2015-09-09,52
2015-09-10,32
2015-09-11,75
2015-09-12,17
2015-09-13,23
2015-09-14,64
2015-09-15,60
2015-09-16,65
2015-09-17,79
2015-09-18,62
2015-09-19,45
2015-09-20,24
2015-09-21,68
2015-09-22,58
2015-09-23,56
2015-09-24,64
2015-09-25,67
2015-09-26,58
2015-09-27,21
2015-09-28,65
2015-09-29,57
2015-09-30,53
2015-10-01,21
2015-10-02,0
2015-10-03,0
2015-10-04,13
2015-10-05,71
2015-10-06,58
2015-10-07,52
2015-10-08,57
2015-10-09,50
2015-10-10,22
2015-10-11,36
2015-10-12,57
2015-10-13,55
2015-10-14,55
2015-10-15,37
2015-10-16,44
2015-10-17,20
2015-10-18,8
2015-10-19,53
2015-10-20,57
2015-10-21,61
2015-10-22,61
2015-10-23,49
2015-10-24,6
2015-10-25,14
2015-10-26,63
2015-10-27,46
2015-10-28,19
2015-10-29,67
2015-10-30,53
2015-10-31,12
2015-11-01,15
2015-11-02,87
2015-11-03,75
2015-11-04,57
2015-11-05,65
2015-11-06,65
2015-11-07,12
2015-11-08,25
2015-11-09,49
2015-11-10,25
2015-11-11,49
2015-11-12,39
2015-11-13,54
2015-11-14,9
2015-11-15,15
2015-11-16,49
2015-11-17,46
2015-11-18,60
2015-11-19,23
2015-11-20,53
2015-11-21,10
2015-11-22,11
2015-11-23,38
2015-11-24,48
2015-11-25,26
2015-11-26,4
2015-11-27,28
2015-11-28,6
2015-11-29,8
2015-11-30,51
2015-12-01,18
2015-12-02,17
2015-12-03,45
2015-12-04,47
2015-12-05,20
2015-12-06,10
2015-12-07,47
2015-12-08,49
2015-12-09,47
2015-12-10,57
2015-12-11,60
2015-12-12,16
2015-12-13,16
2015-12-14,51
2015-12-15,52
2015-12-16,37
2015-12-17,18
2015-12-18,45
2015-12-19,4
2015-12-20,7
2015-12-21,42
2015-12-22,35
2015-12-23,15
2015-12-24,13
2015-12-25,11
2015-12-26,3
2015-12-27,3
2015-12-28,18
2015-12-29,17
2015-12-30,29
2015-12-31,26
