date,usage
2015-01-01,41
2015-01-02,52
2015-01-03,19
2015-01-04,33
2015-01-05,65
2015-01-06,42
2015-01-07,45
2015-01-08,24
2015-01-09,32
2015-01-10,29
2015-01-11,31
2015-01-12,38
2015-01-13,67
2015-01-14,60
2015-01-15,68
2015-01-16,60
2015-01-17,39
2015-01-18,6
2015-01-19,61
2015-01-20,93
2015-01-21,61
2015-01-22,81
2015-01-23,78
2015-01-24,26
2015-01-25,52
2015-01-26,21
2015-01-27,7
2015-01-28,33
2015-01-29,40
2015-01-30,34
2015-01-31,21
2015-02-01,32
2015-02-02,5
2015-02-03,28
2015-02-04,32
2015-02-05,50
2015-02-06,34
2015-02-07,28
2015-02-08,30
2015-02-09,24
2015-02-10,40
2015-02-11,55
2015-02-12,54
2015-02-13,44
2015-02-14,31
2015-02-15,10
2015-02-16,14
2015-02-17,29
2015-02-18,49
2015-02-19,40
2015-02-20,23
2015-02-21,15
2015-02-22,12
2015-02-23,33
2015-02-24,29
2015-02-25,47
2015-02-26,51
2015-02-27,41
2015-02-28,30
2015-03-01,15
2015-03-02,36
2015-03-03,25
2015-03-04,39
2015-03-05,6
2015-03-06,22
2015-03-07,24
2015-03-08,29
2015-03-09,71
2015-03-10,53
2015-03-11,92
2015-03-12,95
2015-03-13,69
2015-03-14,20
2015-03-15,44
2015-03-16,88
2015-03-17,68
2015-03-18,50
2015-03-19,90
2015-03-20,49
2015-03-21,31
2015-03-22,44
2015-03-23,56
2015-03-24,82
2015-03-25,84
2015-03-26,67
2015-03-27,64
2015-03-28,0
2015-03-29,32
2015-03-30,78
2015-03-31,61
2015-04-01,90
2015-04-02,143
2015-04-03,81
2015-04-04,63
2015-04-05,61
2015-04-06,139
2015-04-07,86
2015-04-08,92
2015-04-09,98
2015-04-10,65
2015-04-11,76
2015-04-12,106
2015-04-13,132
2015-04-14,147
2015-04-15,133
2015-04-16,152
2015-04-17,148
2015-04-18,135
2015-04-19,112
2015-04-20,68
2015-04-21,148
2015-04-22,122
2015-04-23,128
2015-04-24,115
2015-04-25,79
2015-04-26,103
2015-04-27,156
2015-04-28,232
2015-04-29,215
2015-04-30,227
2015-05-01,231
2015-05-02,168
2015-05-03,188
2015-05-04,288
2015-05-05,299
2015-05-06,252
2015-05-07,292
2015-05-08,269
2015-05-09,186
2015-05-10,169
2015-05-11,258
2015-05-12,312
2015-05-13,257
2015-05-14,364
2015-05-15,269
2015-05-16,192
2015-05-17,242
2015-05-18,235
2015-05-19,292
2015-05-20,274
2015-05-21,272
2015-05-22,232
2015-05-23,125
2015-05-24,130
2015-05-25,171
2015-05-26,293
2015-05-27,285
2015-05-28,321
2015-05-29,316
2015-05-30,218
2015-05-31,125
2015-06-01,107
2015-06-02,79
2015-06-03,281
2015-06-04,262
2015-06-05,254
2015-06-06,175
2015-06-07,221
2015-06-08,285
2015-06-09,293
2015-06-10,319
2015-06-11,295
2015-06-12,290
2015-06-13,230
2015-06-14,193
2015-06-15,212
2015-06-16,231
2015-06-17,296
2015-06-18,255
2015-06-19,300
2015-06-20,173
2015-06-21,167
2015-06-22,260
2015-06-23,259
2015-06-24,287
2015-06-25,317
2015-06-26,276
2015-06-27,131
2015-06-28,233
2015-06-29,329
2015-06-30,295
2015-07-01,294
2015-07-02,216
2015-07-03,131
2015-07-04,98
2015-07-05,125
2015-07-06,259
2015-07-07,283
2015-07-08,257
2015-07-09,202
2015-07-10,280
2015-07-11,161
2015-07-12,170
2015-07-13,279
2015-07-14,253
2015-07-15,248
2015-07-16,273
2015-07-17,280
2015-07-18,149
