date,usage
2015-01-01,5
2015-01-02,25
2015-01-03,2
2015-01-04,3
2015-01-05,28
2015-01-06,16
2015-01-07,13
2015-01-08,24
2015-01-09,13
2015-01-10,2
2015-01-11,2
2015-01-12,19
2015-01-13,26
2015-01-14,24
2015-01-15,29
2015-01-16,31
2015-01-17,2
2015-01-18,1
2015-01-19,3
2015-01-20,35
2015-01-21,29
2015-01-22,27
2015-01-23,30
2015-01-24,2
2015-01-25,6
2015-01-26,9
2015-01-27,4
2015-01-28,16
2015-01-29,20
2015-01-30,19
2015-01-31,5
2015-02-01,1
2015-02-02,5
2015-02-03,10
2015-02-04,17
2015-02-05,15
2015-02-06,12
2015-02-07,0
2015-02-08,5
2015-02-09,2
2015-02-10,26
2015-02-11,26
2015-02-12,22
2015-02-13,16
2015-02-14,0
2015-02-15,2
2015-02-16,3
2015-02-17,5
2015-02-18,19
2015-02-19,16
2015-02-20,14
2015-02-21,2
2015-02-22,1
2015-02-23,14
2015-02-24,17
2015-02-25,19
2015-02-26,21
2015-02-27,23
2015-02-28,1
2015-03-01,0
2015-03-02,17
2015-03-03,1
2015-03-04,18
2015-03-05,4
2015-03-06,15
2015-03-07,5
2015-03-08,9
2015-03-09,22
2015-03-10,19
2015-03-11,37
2015-03-12,39
2015-03-13,35
2015-03-14,1
2015-03-15,7
2015-03-16,40
2015-03-17,24
2015-03-18,30
2015-03-19,22
2015-03-20,13
2015-03-21,10
2015-03-22,5
2015-03-23,28
2015-03-24,35
2015-03-25,27
2015-03-26,32
2015-03-27,23
2015-03-28,0
2015-03-29,1
2015-03-30,40
2015-03-31,24
2015-04-01,38
2015-04-02,39
2015-04-03,26
2015-04-04,6
2015-04-05,11
2015-04-06,46
2015-04-07,31
2015-04-08,43
2015-04-09,19
2015-04-10,29
2015-04-11,19
2015-04-12,26
2015-04-13,54
2015-04-14,38
2015-04-15,54
2015-04-16,56
2015-04-17,45
2015-04-18,25
2015-04-19,29
2015-04-20,15
2015-04-21,24
2015-04-22,43
2015-04-23,41
2015-04-24,16
2015-04-25,26
2015-04-26,11
2015-04-27,37
2015-04-28,28
2015-04-29,38
2015-04-30,30
2015-05-01,37
2015-05-02,30
2015-05-03,36
2015-05-04,38
2015-05-05,77
2015-05-06,51
2015-05-07,49
2015-05-08,51
2015-05-09,25
2015-05-10,15
2015-05-11,52
2015-05-12,54
2015-05-13,61
2015-05-14,71
2015-05-15,78
2015-05-16,19
2015-05-17,13
2015-05-18,55
2015-05-19,52
2015-05-20,53
2015-05-21,47
2015-05-22,50
2015-05-23,20
2015-05-24,23
2015-05-25,24
2015-05-26,48
2015-05-27,60
2015-05-28,57
2015-05-29,64
2015-05-30,23
2015-05-31,12
2015-06-01,34
2015-06-02,20
2015-06-03,57
2015-06-04,59
2015-06-05,53
2015-06-06,16
2015-06-07,57
2015-06-08,83
2015-06-09,64
2015-06-10,72
2015-06-11,63
2015-06-12,56
2015-06-13,16
2015-06-14,33
2015-06-15,49
2015-06-16,50
2015-06-17,76
2015-06-18,50
2015-06-19,57
2015-06-20,17
2015-06-21,34
2015-06-22,64
2015-06-23,59
2015-06-24,60
2015-06-25,48
2015-06-26,50
2015-06-27,4
2015-06-28,12
2015-06-29,62
2015-06-30,54
2015-07-01,53
2015-07-02,37
2015-07-03,39
2015-07-04,32
2015-07-05,30
2015-07-06,48
2015-07-07,36
2015-07-08,54
2015-07-09,30
2015-07-10,47
2015-07-11,31
2015-07-12,59
2015-07-13,54
2015-07-14,59
2015-07-15,36
2015-07-16,90
2015-07-17,68
2015-07-18,32
2015-07-19,49
2015-07-20,57
2015-07-21,68
2015-07-22,71
2015-07-23,72
2015-07-24,67
2015-07-25,34
2015-07-26,50
2015-07-27,34
2015-07-28,45
2015-07-29,58
2015-07-30,40
2015-07-31,46
2015-08-01,25
2015-08-02,56
2015-08-03,67
2015-08-04,80
2015-08-05,68
2015-08-06,72
2015-08-07,72
2015-08-08,36
2015-08-09,69
2015-08-10,66
2015-08-11,31
2015-08-12,75
2015-08-13,78
2015-08-14,67
2015-08-15,28
2015-08-16,38
2015-08-17,74
2015-08-18,73
2015-08-19,90
2015-08-20,69
2015-08-21,81
2015-08-22,41
2015-08-23,22
2015-08-24,59
2015-08-25,96
2015-08-26,78
2015-08-27,60
2015-08-28,72
2015-08-29,22
2015-08-30,61
2015-08-31,47
2015-09-01,60
2015-09-02,29
2015-09-03,57
2015-09-04,38
2015-09-05,27
2015-09-06,53
2015-09-07,53
2015-09-08,67
2015-09-09,63
2015-09-10,41
2015-09-11,98
2015-09-12,42
2015-09-13,39
2015-09-14,71
2015-09-15,66
2015-09-16,75
2015-09-17,80
2015-09-18,76
2015-09-19,28
2015-09-20,27
2015-09-21,74
2015-09-22,63
2015-09-23,89
2015-09-24,85
2015-09-25,80
2015-09-26,62
2015-09-27,34
2015-09-28,63
2015-09-29,86
2015-09-30,50
2015-10-01,20
2015-10-02,0
2015-10-03,0
2015-10-04,3
2015-10-05,84
2015-10-06,77
2015-10-07,73
2015-10-08,97
2015-10-09,75
2015-10-10,46
2015-10-11,59
2015-10-12,59
2015-10-13,77
2015-10-14,61
2015-10-15,82
2015-10-16,69
2015-10-17,20
2015-10-18,20
2015-10-19,57
2015-10-20,78
2015-10-21,98
2015-10-22,86
2015-10-23,79
2015-10-24,13
2015-10-25,9
2015-10-26,75
2015-10-27,62
2015-10-28,21
2015-10-29,82
2015-10-30,75
2015-10-31,14
2015-11-01,8
2015-11-02,75
2015-11-03,69
2015-11-04,71
2015-11-05,59
2015-11-06,66
2015-11-07,11
2015-11-08,21
2015-11-09,57
2015-11-10,43
2015-11-11,47
2015-11-12,59
2015-11-13,65
2015-11-14,5
2015-11-15,13
2015-11-16,61
2015-11-17,48
2015-11-18,53
2015-11-19,22
2015-11-20,68
2015-11-21,14
2015-11-22,7
2015-11-23,46
2015-11-24,56
2015-11-25,57
2015-11-26,8
2015-11-27,33
2015-11-28,6
2015-11-29,12
2015-11-30,49
2015-12-01,18
2015-12-02,20
2015-12-03,54
2015-12-04,57
2015-12-05,16
2015-12-06,9
2015-12-07,58
2015-12-08,53
2015-12-09,62
2015-12-10,48
2015-12-11,60
2015-12-12,12
2015-12-13,17
2015-12-14,53
2015-12-15,53
2015-12-16,54
2015-12-17,26
2015-12-18,47
2015-12-19,2
2015-12-20,5
2015-12-21,46
2015-12-22,36
2015-12-23,23
2015-12-24,34
2015-12-25,16
2015-12-26,10
2015-12-27,3
2015-12-28,21
2015-12-29,29
2015-12-30,46
2015-12-31,28
