,date,295
0,2015-01-01,22
1,2015-01-02,30
2,2015-01-03,19
3,2015-01-04,38
4,2015-01-05,24
5,2015-01-06,16
6,2015-01-07,21
7,2015-01-08,23
8,2015-01-09,18
9,2015-01-10,24
10,2015-01-11,26
11,2015-01-12,24
12,2015-01-13,30
13,2015-01-14,21
14,2015-01-15,36
15,2015-01-16,31
16,2015-01-17,31
17,2015-01-18,5
18,2015-01-19,29
19,2015-01-20,31
20,2015-01-21,27
21,2015-01-22,25
22,2015-01-23,41
23,2015-01-24,20
24,2015-01-25,29
25,2015-01-26,9
26,2015-01-27,4
27,2015-01-28,8
28,2015-01-29,19
29,2015-01-30,21
30,2015-01-31,20
31,2015-02-01,30
32,2015-02-02,9
33,2015-02-03,7
34,2015-02-04,22
35,2015-02-05,23
36,2015-02-06,17
37,2015-02-07,25
38,2015-02-08,26
39,2015-02-09,8
40,2015-02-10,16
41,2015-02-11,25
42,2015-02-12,27
43,2015-02-13,20
44,2015-02-14,15
45,2015-02-15,16
46,2015-02-16,11
47,2015-02-17,16
48,2015-02-18,19
49,2015-02-19,12
50,2015-02-20,18
51,2015-02-21,11
52,2015-02-22,20
53,2015-02-23,25
54,2015-02-24,21
55,2015-02-25,19
56,2015-02-26,31
57,2015-02-27,22
58,2015-02-28,27
59,2015-03-01,10
60,2015-03-02,17
61,2015-03-03,10
62,2015-03-04,25
63,2015-03-05,6
64,2015-03-06,11
65,2015-03-07,29
66,2015-03-08,20
67,2015-03-09,22
68,2015-03-10,21
69,2015-03-11,27
70,2015-03-12,24
71,2015-03-13,22
72,2015-03-14,13
73,2015-03-15,35
74,2015-03-16,30
75,2015-03-17,28
76,2015-03-18,26
77,2015-03-19,25
78,2015-03-20,19
79,2015-03-21,20
80,2015-03-22,24
81,2015-03-23,25
82,2015-03-24,21
83,2015-03-25,29
84,2015-03-26,30
85,2015-03-27,24
86,2015-03-28,2
87,2015-03-29,23
88,2015-03-30,36
89,2015-03-31,20
90,2015-04-01,28
91,2015-04-02,41
92,2015-04-03,31
93,2015-04-04,56
94,2015-04-05,37
95,2015-04-06,28
96,2015-04-07,30
97,2015-04-08,33
98,2015-04-09,35
99,2015-04-10,22
100,2015-04-11,36
101,2015-04-12,48
102,2015-04-13,55
103,2015-04-14,36
104,2015-04-15,53
105,2015-04-16,51
106,2015-04-17,41
