date,275
2015-01-01,2
2015-01-02,5
2015-01-03,6
2015-01-04,6
2015-01-05,5
2015-01-06,3
2015-01-07,3
2015-01-08,3
2015-01-09,3
2015-01-10,1
2015-01-11,4
2015-01-12,3
2015-01-13,8
2015-01-14,7
2015-01-15,7
2015-01-16,1
2015-01-17,8
2015-01-18,2
2015-01-19,2
2015-01-20,5
2015-01-21,11
2015-01-22,6
2015-01-23,7
2015-01-24,4
2015-01-25,5
2015-01-26,2
2015-01-27,1
2015-01-28,1
2015-01-29,6
2015-01-30,4
2015-01-31,7
2015-02-01,4
2015-02-02,1
2015-02-03,4
2015-02-04,3
2015-02-05,3
2015-02-06,2
2015-02-07,4
2015-02-08,5
2015-02-09,1
2015-02-10,5
2015-02-11,5
2015-02-12,9
2015-02-13,4
2015-02-14,3
2015-02-15,2
2015-02-16,2
2015-02-17,3
2015-02-18,3
2015-02-19,1
2015-02-20,1
2015-02-21,4
2015-02-22,3
2015-02-23,1
2015-02-24,2
2015-02-25,5
2015-02-26,4
2015-02-27,4
2015-02-28,4
2015-03-01,5
2015-03-02,4
2015-03-03,4
2015-03-04,1
2015-03-05,1
2015-03-06,4
2015-03-07,6
2015-03-08,10
2015-03-09,6
2015-03-10,7
2015-03-11,10
2015-03-12,12
2015-03-13,8
2015-03-14,3
2015-03-15,5
2015-03-16,10
2015-03-17,11
2015-03-18,12
2015-03-19,5
2015-03-20,9
2015-03-21,4
2015-03-22,6
2015-03-23,10
2015-03-24,10
2015-03-25,5
2015-03-26,16
2015-03-27,7
2015-03-28,0
2015-03-29,3
2015-03-30,12
2015-03-31,11
2015-04-01,10
2015-04-02,18
2015-04-03,10
2015-04-04,15
2015-04-05,9
2015-04-06,15
2015-04-07,10
2015-04-08,5
2015-04-09,8
2015-04-10,11
2015-04-11,11
2015-04-12,17
2015-04-13,14
2015-04-14,11
2015-04-15,12
2015-04-16,10
2015-04-17,17
2015-04-18,18
2015-04-19,19
2015-04-20,7
2015-04-21,18
2015-04-22,20
2015-04-23,12
2015-04-24,11
2015-04-25,16
2015-04-26,15
2015-04-27,10
2015-04-28,14
2015-04-29,21
2015-04-30,15
2015-05-01,22
2015-05-02,27
2015-05-03,20
2015-05-04,10
2015-05-05,22
2015-05-06,17
2015-05-07,21
2015-05-08,28
2015-05-09,35
2015-05-10,24
2015-05-11,23
2015-05-12,24
2015-05-13,25
2015-05-14,32
2015-05-15,20
2015-05-16,13
2015-05-17,22
2015-05-18,11
2015-05-19,20
2015-05-20,22
2015-05-21,22
2015-05-22,25
2015-05-23,14
2015-05-24,18
2015-05-25,13
2015-05-26,22
2015-05-27,28
2015-05-28,11
2015-05-29,29
2015-05-30,26
2015-05-31,17
2015-06-01,10
2015-06-02,7
2015-06-03,15
2015-06-04,21
2015-06-05,21
2015-06-06,23
2015-06-07,20
2015-06-08,22
2015-06-09,28
2015-06-10,32
2015-06-11,32
2015-06-12,24
2015-06-13,20
2015-06-14,28
2015-06-15,25
2015-06-16,24
2015-06-17,25
2015-06-18,23
2015-06-19,30
2015-06-20,18
2015-06-21,27
2015-06-22,23
2015-06-23,20
2015-06-24,18
2015-06-25,23
2015-06-26,24
2015-06-27,18
2015-06-28,20
2015-06-29,13
2015-06-30,21
2015-07-01,15
2015-07-02,24
2015-07-03,28
2015-07-04,9
