date,usage
2015-01-01,5
2015-01-02,45
2015-01-03,4
2015-01-04,11
2015-01-05,130
2015-01-06,91
2015-01-07,75
2015-01-08,73
2015-01-09,55
2015-01-10,13
2015-01-11,8
2015-01-12,77
2015-01-13,126
2015-01-14,101
2015-01-15,106
2015-01-16,118
2015-01-17,10
2015-01-18,3
2015-01-19,31
2015-01-20,127
2015-01-21,135
2015-01-22,154
2015-01-23,130
2015-01-24,10
2015-01-25,20
2015-01-26,57
2015-01-27,4
2015-01-28,29
2015-01-29,96
2015-01-30,99
2015-01-31,9
2015-02-01,9
2015-02-02,9
2015-02-03,61
2015-02-04,107
2015-02-05,84
2015-02-06,73
2015-02-07,19
2015-02-08,15
2015-02-09,72
2015-02-10,96
2015-02-11,119
2015-02-12,133
2015-02-13,78
2015-02-14,11
2015-02-15,6
2015-02-16,15
2015-02-17,42
2015-02-18,74
2015-02-19,78
2015-02-20,41
2015-02-21,4
2015-02-22,11
2015-02-23,84
2015-02-24,66
2015-02-25,122
2015-02-26,105
2015-02-27,77
2015-02-28,13
2015-03-01,2
2015-03-02,75
2015-03-03,67
2015-03-04,80
2015-03-05,18
2015-03-06,54
2015-03-07,14
2015-03-08,24
2015-03-09,132
2015-03-10,103
2015-03-11,146
2015-03-12,164
2015-03-13,106
2015-03-14,1
2015-03-15,18
2015-03-16,119
2015-03-17,121
2015-03-18,150
2015-03-19,143
2015-03-20,91
2015-03-21,13
2015-03-22,23
2015-03-23,145
2015-03-24,150
2015-03-25,144
2015-03-26,82
2015-03-27,86
2015-03-28,0
2015-03-29,14
2015-03-30,111
2015-03-31,95
2015-04-01,128
2015-04-02,141
2015-04-03,101
2015-04-04,23
2015-04-05,39
2015-04-06,127
2015-04-07,138
2015-04-08,113
2015-04-09,130
2015-04-10,99
2015-04-11,35
2015-04-12,25
2015-04-13,142
2015-04-14,131
2015-04-15,135
2015-04-16,161
2015-04-17,109
2015-04-18,37
2015-04-19,20
2015-04-20,70
2015-04-21,158
2015-04-22,143
2015-04-23,121
2015-04-24,154
2015-04-25,16
2015-04-26,27
2015-04-27,183
2015-04-28,188
2015-04-29,211
2015-04-30,173
2015-05-01,174
2015-05-02,44
2015-05-03,44
2015-05-04,128
2015-05-05,173
2015-05-06,186
2015-05-07,168
2015-05-08,169
2015-05-09,41
2015-05-10,29
2015-05-11,115
2015-05-12,208
2015-05-13,195
2015-05-14,252
2015-05-15,196
2015-05-16,33
2015-05-17,16
2015-05-18,241
2015-05-19,198
2015-05-20,231
2015-05-21,246
2015-05-22,183
2015-05-23,25
2015-05-24,55
2015-05-25,56
2015-05-26,190
2015-05-27,220
2015-05-28,160
2015-05-29,249
2015-05-30,76
2015-05-31,24
2015-06-01,106
2015-06-02,128
2015-06-03,277
2015-06-04,227
2015-06-05,216
2015-06-06,44
2015-06-07,52
2015-06-08,191
2015-06-09,213
2015-06-10,293
2015-06-11,244
2015-06-12,249
2015-06-13,56
2015-06-14,44
2015-06-15,168
2015-06-16,222
2015-06-17,204
2015-06-18,225
2015-06-19,220
2015-06-20,48
2015-06-21,73
2015-06-22,228
2015-06-23,201
2015-06-24,228
2015-06-25,289
2015-06-26,259
2015-06-27,21
2015-06-28,56
2015-06-29,280
2015-06-30,231
2015-07-01,308
2015-07-02,212
2015-07-03,70
2015-07-04,44
2015-07-05,49
2015-07-06,142
2015-07-07,198
2015-07-08,239
2015-07-09,170
2015-07-10,259
2015-07-11,42
2015-07-12,21
2015-07-13,239
2015-07-14,195
2015-07-15,256
2015-07-16,258
2015-07-17,247
2015-07-18,34
2015-07-19,53
2015-07-20,230
2015-07-21,203
2015-07-22,275
2015-07-23,311
2015-07-24,228
2015-07-25,46
2015-07-26,22
2015-07-27,198
2015-07-28,250
2015-07-29,234
2015-07-30,220
2015-07-31,111
2015-08-01,68
2015-08-02,25
2015-08-03,232
2015-08-04,328
2015-08-05,236
2015-08-06,289
2015-08-07,281
2015-08-08,200
2015-08-09,59
2015-08-10,245
2015-08-11,163
2015-08-12,290
2015-08-13,257
2015-08-14,280
2015-08-15,176
2015-08-16,53
2015-08-17,220
2015-08-18,244
2015-08-19,236
2015-08-20,251
2015-08-21,242
2015-08-22,58
2015-08-23,39
2015-08-24,143
2015-08-25,240
2015-08-26,226
2015-08-27,319
2015-08-28,310
2015-08-29,67
2015-08-30,32
2015-08-31,186
2015-09-01,252
2015-09-02,216
2015-09-03,171
2015-09-04,179
2015-09-05,44
2015-09-06,49
2015-09-07,34
2015-09-08,205
2015-09-09,175
2015-09-10,128
2015-09-11,301
2015-09-12,74
2015-09-13,47
2015-09-14,184
2015-09-15,242
2015-09-16,245
2015-09-17,316
2015-09-18,201
2015-09-19,63
2015-09-20,46
2015-09-21,248
2015-09-22,302
2015-09-23,252
2015-09-24,320
2015-09-25,361
2015-09-26,56
2015-09-27,32
2015-09-28,312
2015-09-29,322
2015-09-30,197
2015-10-01,218
2015-10-02,61
2015-10-03,25
2015-10-04,59
2015-10-05,355
2015-10-06,388
2015-10-07,313
2015-10-08,340
2015-10-09,230
2015-10-10,87
2015-10-11,93
2015-10-12,324
2015-10-13,369
2015-10-14,304
2015-10-15,338
2015-10-16,298
2015-10-17,46
2015-10-18,30
2015-10-19,132
2015-10-20,53
2015-10-21,13
2015-10-22,84
2015-10-23,230
2015-10-24,55
2015-10-25,21
2015-10-26,221
2015-10-27,288
2015-10-28,88
2015-10-29,304
2015-10-30,163
2015-10-31,34
2015-11-01,43
2015-11-02,307
2015-11-03,298
2015-11-04,316
2015-11-05,284
2015-11-06,300
2015-11-07,31
2015-11-08,29
2015-11-09,256
2015-11-10,143
2015-11-11,216
2015-11-12,219
2015-11-13,228
2015-11-14,22
2015-11-15,57
2015-11-16,203
2015-11-17,246
2015-11-18,276
2015-11-19,113
2015-11-20,252
2015-11-21,29
2015-11-22,30
2015-11-23,271
2015-11-24,229
2015-11-25,227
2015-11-26,26
2015-11-27,79
2015-11-28,9
2015-11-29,25
2015-11-30,238
2015-12-01,85
2015-12-02,145
2015-12-03,262
2015-12-04,210
2015-12-05,27
2015-12-06,25
2015-12-07,265
2015-12-08,258
2015-12-09,270
2015-12-10,229
2015-12-11,238
2015-12-12,44
2015-12-13,32
2015-12-14,185
2015-12-15,228
2015-12-16,232
2015-12-17,137
2015-12-18,219
2015-12-19,20
2015-12-20,26
2015-12-21,236
2015-12-22,153
2015-12-23,91
2015-12-24,62
2015-12-25,21
2015-12-26,35
2015-12-27,13
2015-12-28,112
2015-12-29,94
2015-12-30,131
2015-12-31,72
