date,usage
2015-01-01,7
2015-01-02,16
2015-01-03,7
2015-01-04,6
2015-01-05,20
2015-01-06,8
2015-01-07,20
2015-01-08,13
2015-01-09,8
2015-01-10,5
2015-01-11,10
2015-01-12,18
2015-01-13,18
2015-01-14,15
2015-01-15,19
2015-01-16,21
2015-01-17,13
2015-01-18,7
2015-01-19,22
2015-01-20,25
2015-01-21,21
2015-01-22,24
2015-01-23,27
2015-01-24,7
2015-01-25,19
2015-01-26,8
2015-01-27,1
2015-01-28,17
2015-01-29,18
2015-01-30,12
2015-01-31,10
2015-02-01,17
2015-02-02,4
2015-02-03,8
2015-02-04,13
2015-02-05,17
2015-02-06,16
2015-02-07,10
2015-02-08,11
2015-02-09,11
2015-02-10,19
2015-02-11,24
2015-02-12,22
2015-02-13,9
2015-02-14,6
2015-02-15,4
2015-02-16,6
2015-02-17,5
2015-02-18,14
2015-02-19,14
2015-02-20,12
2015-02-21,6
2015-02-22,8
2015-02-23,14
2015-02-24,15
2015-02-25,16
2015-02-26,15
2015-02-27,26
2015-02-28,14
2015-03-01,13
2015-03-02,11
2015-03-03,8
2015-03-04,16
2015-03-05,4
2015-03-06,9
2015-03-07,6
2015-03-08,19
2015-03-09,34
2015-03-10,24
2015-03-11,45
2015-03-12,35
2015-03-13,28
2015-03-14,5
2015-03-15,12
2015-03-16,32
2015-03-17,26
2015-03-18,22
2015-03-19,19
2015-03-20,9
2015-03-21,27
2015-03-22,10
2015-03-23,22
2015-03-24,26
2015-03-25,23
2015-03-26,20
2015-03-27,30
2015-03-28,3
2015-03-29,12
2015-03-30,49
2015-03-31,18
2015-04-01,38
2015-04-02,50
2015-04-03,25
2015-04-04,30
2015-04-05,31
2015-04-06,56
2015-04-07,27
2015-04-08,29
2015-04-09,25
2015-04-10,25
2015-04-11,43
2015-04-12,50
2015-04-13,68
2015-04-14,45
2015-04-15,78
2015-04-16,57
2015-04-17,27
2015-04-18,92
2015-04-19,61
2015-04-20,26
2015-04-21,49
2015-04-22,27
2015-04-23,47
2015-04-24,42
2015-04-25,40
2015-04-26,46
2015-04-27,63
2015-04-28,74
2015-04-29,72
2015-04-30,63
2015-05-01,50
2015-05-02,69
2015-05-03,67
2015-05-04,83
2015-05-05,70
2015-05-06,74
2015-05-07,87
2015-05-08,64
2015-05-09,42
2015-05-10,58
2015-05-11,86
2015-05-12,66
2015-05-13,79
2015-05-14,100
2015-05-15,76
2015-05-16,39
2015-05-17,85
2015-05-18,74
2015-05-19,59
2015-05-20,58
2015-05-21,66
2015-05-22,55
2015-05-23,53
2015-05-24,64
2015-05-25,81
2015-05-26,61
2015-05-27,54
2015-05-28,67
2015-05-29,56
2015-05-30,70
2015-05-31,38
2015-06-01,28
2015-06-02,21
2015-06-03,81
2015-06-04,51
2015-06-05,55
2015-06-06,38
2015-06-07,57
2015-06-08,79
2015-06-09,53
2015-06-10,65
2015-06-11,67
2015-06-12,52
2015-06-13,76
2015-06-14,58
2015-06-15,47
2015-06-16,46
2015-06-17,85
2015-06-18,47
2015-06-19,82
2015-06-20,44
2015-06-21,61
2015-06-22,89
2015-06-23,63
2015-06-24,89
2015-06-25,77
2015-06-26,64
2015-06-27,20
2015-06-28,54
2015-06-29,74
2015-06-30,84
2015-07-01,50
2015-07-02,72
2015-07-03,45
2015-07-04,67
2015-07-05,80
2015-07-06,81
2015-07-07,70
2015-07-08,85
2015-07-09,64
2015-07-10,70
2015-07-11,62
2015-07-12,66
2015-07-13,67
2015-07-14,73
2015-07-15,51
2015-07-16,91
2015-07-17,76
2015-07-18,41
2015-07-19,78
2015-07-20,79
2015-07-21,57
2015-07-22,84
2015-07-23,85
2015-07-24,87
2015-07-25,76
2015-07-26,61
2015-07-27,92
2015-07-28,93
2015-07-29,73
2015-07-30,46
2015-07-31,61
2015-08-01,95
2015-08-02,72
2015-08-03,85
2015-08-04,80
2015-08-05,88
2015-08-06,101
2015-08-07,74
2015-08-08,117
2015-08-09,112
2015-08-10,83
2015-08-11,44
2015-08-12,68
2015-08-13,83
2015-08-14,74
2015-08-15,99
2015-08-16,67
2015-08-17,84
2015-08-18,72
2015-08-19,75
2015-08-20,63
2015-08-21,67
2015-08-22,52
2015-08-23,70
2015-08-24,74
2015-08-25,92
2015-08-26,78
2015-08-27,70
2015-08-28,99
2015-08-29,68
2015-08-30,72
2015-08-31,90
2015-09-01,92
2015-09-02,85
2015-09-03,90
2015-09-04,68
2015-09-05,54
2015-09-06,72
2015-09-07,86
2015-09-08,91
2015-09-09,96
2015-09-10,44
2015-09-11,71
2015-09-12,54
2015-09-13,90
2015-09-14,97
2015-09-15,113
2015-09-16,100
2015-09-17,102
2015-09-18,112
2015-09-19,79
2015-09-20,84
2015-09-21,115
2015-09-22,91
2015-09-23,81
2015-09-24,105
2015-09-25,129
2015-09-26,92
2015-09-27,86
2015-09-28,98
2015-09-29,91
2015-09-30,73
2015-10-01,56
2015-10-02,7
2015-10-03,22
2015-10-04,45
2015-10-05,85
2015-10-06,71
2015-10-07,96
2015-10-08,108
2015-10-09,72
2015-10-10,80
2015-10-11,73
2015-10-12,97
2015-10-13,90
2015-10-14,93
2015-10-15,78
2015-10-16,80
2015-10-17,57
2015-10-18,52
2015-10-19,56
2015-10-20,64
2015-10-21,93
2015-10-22,71
2015-10-23,67
2015-10-24,49
2015-10-25,43
2015-10-26,103
2015-10-27,65
2015-10-28,36
2015-10-29,67
2015-10-30,73
2015-10-31,53
2015-11-01,40
2015-11-02,86
2015-11-03,79
2015-11-04,85
2015-11-05,73
2015-11-06,80
2015-11-07,67
2015-11-08,56
2015-11-09,60
2015-11-10,43
2015-11-11,46
2015-11-12,68
2015-11-13,86
2015-11-14,67
2015-11-15,55
2015-11-16,72
2015-11-17,69
2015-11-18,74
2015-11-19,34
2015-11-20,79
2015-11-21,49
2015-11-22,27
2015-11-23,51
2015-11-24,48
2015-11-25,54
2015-11-26,37
2015-11-27,65
2015-11-28,36
2015-11-29,43
2015-11-30,56
2015-12-01,27
2015-12-02,41
2015-12-03,66
2015-12-04,55
2015-12-05,30
2015-12-06,51
2015-12-07,66
2015-12-08,57
2015-12-09,71
2015-12-10,75
2015-12-11,76
2015-12-12,62
2015-12-13,47
2015-12-14,53
2015-12-15,77
2015-12-16,49
2015-12-17,33
2015-12-18,50
2015-12-19,30
2015-12-20,35
2015-12-21,43
2015-12-22,29
2015-12-23,17
2015-12-24,42
2015-12-25,19
2015-12-26,30
2015-12-27,30
2015-12-28,46
2015-12-29,20
2015-12-30,37
2015-12-31,54
