date,320
2015-01-01,18
2015-01-02,26
2015-01-03,12
2015-01-04,22
2015-01-05,24
2015-01-06,13
2015-01-07,20
2015-01-08,15
2015-01-09,15
2015-01-10,14
2015-01-11,21
2015-01-12,16
2015-01-13,29
2015-01-14,29
2015-01-15,28
2015-01-16,24
2015-01-17,19
2015-01-18,5
2015-01-19,15
2015-01-20,30
2015-01-21,28
2015-01-22,22
2015-01-23,29
2015-01-24,12
2015-01-25,24
2015-01-26,13
2015-01-27,1
2015-01-28,3
2015-01-29,13
2015-01-30,13
2015-01-31,12
2015-02-01,18
2015-02-02,2
2015-02-03,10
2015-02-04,17
2015-02-05,17
2015-02-06,18
2015-02-07,12
2015-02-08,15
2015-02-09,12
2015-02-10,24
2015-02-11,16
2015-02-12,21
2015-02-13,13
2015-02-14,7
2015-02-15,6
2015-02-16,9
2015-02-17,17
2015-02-18,13
2015-02-19,16
2015-02-20,15
2015-02-21,5
2015-02-22,10
2015-02-23,14
2015-02-24,17
2015-02-25,12
2015-02-26,0
2015-02-27,0
2015-02-28,11
2015-03-01,6
2015-03-02,10
2015-03-03,12
2015-03-04,18
2015-03-05,2
2015-03-06,10
2015-03-07,8
2015-03-08,7
2015-03-09,26
2015-03-10,20
2015-03-11,36
2015-03-12,20
2015-03-13,33
2015-03-14,5
2015-03-15,17
2015-03-16,34
2015-03-17,24
2015-03-18,17
2015-03-19,21
2015-03-20,12
2015-03-21,7
2015-03-22,21
2015-03-23,28
2015-03-24,27
2015-03-25,25
2015-03-26,30
2015-03-27,34
2015-03-28,0
2015-03-29,19
2015-03-30,31
2015-03-31,19
2015-04-01,38
2015-04-02,48
2015-04-03,40
2015-04-04,16
2015-04-05,24
2015-04-06,50
2015-04-07,23
2015-04-08,43
2015-04-09,25
2015-04-10,37
2015-04-11,28
2015-04-12,29
2015-04-13,51
2015-04-14,46
2015-04-15,53
2015-04-16,52
2015-04-17,47
2015-04-18,29
2015-04-19,38
2015-04-20,27
2015-04-21,57
2015-04-22,44
2015-04-23,46
2015-04-24,40
2015-04-25,31
2015-04-26,53
2015-04-27,42
2015-04-28,58
2015-04-29,58
2015-04-30,50
2015-05-01,59
2015-05-02,32
2015-05-03,49
2015-05-04,61
2015-05-05,64
2015-05-06,56
2015-05-07,43
2015-05-08,67
2015-05-09,38
2015-05-10,45
2015-05-11,72
2015-05-12,45
2015-05-13,52
2015-05-14,75
2015-05-15,72
2015-05-16,31
2015-05-17,66
2015-05-18,60
2015-05-19,57
2015-05-20,71
2015-05-21,60
2015-05-22,58
2015-05-23,31
2015-05-24,21
2015-05-25,47
2015-05-26,75
2015-05-27,71
2015-05-28,80
2015-05-29,81
2015-05-30,53
2015-05-31,50
2015-06-01,43
2015-06-02,28
2015-06-03,63
2015-06-04,75
2015-06-05,94
2015-06-06,39
2015-06-07,53
2015-06-08,82
2015-06-09,73
2015-06-10,76
2015-06-11,74
2015-06-12,88
2015-06-13,58
2015-06-14,51
2015-06-15,64
2015-06-16,72
2015-06-17,96
2015-06-18,70
2015-06-19,70
2015-06-20,36
2015-06-21,42
2015-06-22,78
2015-06-23,61
2015-06-24,107
2015-06-25,82
2015-06-26,84
2015-06-27,32
2015-06-28,38
2015-06-29,72
2015-06-30,66
2015-07-01,79
2015-07-02,88
2015-07-03,36
2015-07-04,46
2015-07-05,18
2015-07-06,70
2015-07-07,85
2015-07-08,84
2015-07-09,73
2015-07-10,111
2015-07-11,45
2015-07-12,59
2015-07-13,93
2015-07-14,94
2015-07-15,75
2015-07-16,107
2015-07-17,83
2015-07-18,39
2015-07-19,45
2015-07-20,74
2015-07-21,102
2015-07-22,96
2015-07-23,93
2015-07-24,90
2015-07-25,69
2015-07-26,68
2015-07-27,88
2015-07-28,112
2015-07-29,109
2015-07-30,59
2015-07-31,78
2015-08-01,59
2015-08-02,75
2015-08-03,88
2015-08-04,103
2015-08-05,99
2015-08-06,104
2015-08-07,71
2015-08-08,71
2015-08-09,58
2015-08-10,101
2015-08-11,60
2015-08-12,100
2015-08-13,106
2015-08-14,91
2015-08-15,49
2015-08-16,55
2015-08-17,75
2015-08-18,79
2015-08-19,98
2015-08-20,95
2015-08-21,92
2015-08-22,65
2015-08-23,65
2015-08-24,94
2015-08-25,111
2015-08-26,92
2015-08-27,103
2015-08-28,86
2015-08-29,37
2015-08-30,61
2015-08-31,104
2015-09-01,117
2015-09-02,82
2015-09-03,99
2015-09-04,94
2015-09-05,53
2015-09-06,47
2015-09-07,58
2015-09-08,88
2015-09-09,113
2015-09-10,62
2015-09-11,119
2015-09-12,63
2015-09-13,87
2015-09-14,102
2015-09-15,113
2015-09-16,117
2015-09-17,112
2015-09-18,122
2015-09-19,64
2015-09-20,69
2015-09-21,112
2015-09-22,113
2015-09-23,111
2015-09-24,129
2015-09-25,119
2015-09-26,69
2015-09-27,64
2015-09-28,103
2015-09-29,108
2015-09-30,82
2015-10-01,67
2015-10-02,12
2015-10-03,31
2015-10-04,60
2015-10-05,94
2015-10-06,109
2015-10-07,93
2015-10-08,96
2015-10-09,79
2015-10-10,64
2015-10-11,42
2015-10-12,79
2015-10-13,92
2015-10-14,110
2015-10-15,115
2015-10-16,91
2015-10-17,62
2015-10-18,63
2015-10-19,71
2015-10-20,86
2015-10-21,115
2015-10-22,114
2015-10-23,101
2015-10-24,42
2015-10-25,33
2015-10-26,81
2015-10-27,83
2015-10-28,37
2015-10-29,100
2015-10-30,91
2015-10-31,55
2015-11-01,50
2015-11-02,89
2015-11-03,96
2015-11-04,102
2015-11-05,93
2015-11-06,100
2015-11-07,56
2015-11-08,53
2015-11-09,89
2015-11-10,28
2015-11-11,82
2015-11-12,82
2015-11-13,77
2015-11-14,53
2015-11-15,44
2015-11-16,84
2015-11-17,82
2015-11-18,72
2015-11-19,49
2015-11-20,75
2015-11-21,65
2015-11-22,45
2015-11-23,57
2015-11-24,50
2015-11-25,60
2015-11-26,28
2015-11-27,48
2015-11-28,30
2015-11-29,33
2015-11-30,57
2015-12-01,33
2015-12-02,48
2015-12-03,58
2015-12-04,65
2015-12-05,39
2015-12-06,52
2015-12-07,66
2015-12-08,62
2015-12-09,61
2015-12-10,68
2015-12-11,70
2015-12-12,76
2015-12-13,66
2015-12-14,49
2015-12-15,74
2015-12-16,63
2015-12-17,37
2015-12-18,50
2015-12-19,42
2015-12-20,43
2015-12-21,42
2015-12-22,41
2015-12-23,26
2015-12-24,27
2015-12-25,15
2015-12-26,25
2015-12-27,18
2015-12-28,31
2015-12-29,34
2015-12-30,44
2015-12-31,36
