,date,439
0,2015-01-01,30
1,2015-01-02,56
2,2015-01-03,20
3,2015-01-04,53
4,2015-01-05,28
5,2015-01-06,22
6,2015-01-07,38
7,2015-01-08,30
8,2015-01-09,22
9,2015-01-10,31
10,2015-01-11,42
11,2015-01-12,41
12,2015-01-13,50
13,2015-01-14,40
14,2015-01-15,34
15,2015-01-16,40
16,2015-01-17,27
17,2015-01-18,15
18,2015-01-19,51
19,2015-01-20,55
20,2015-01-21,38
21,2015-01-22,60
22,2015-01-23,61
23,2015-01-24,33
24,2015-01-25,50
25,2015-01-26,21
26,2015-01-27,3
27,2015-01-28,25
28,2015-01-29,34
29,2015-01-30,24
30,2015-01-31,35
31,2015-02-01,44
32,2015-02-02,8
33,2015-02-03,16
34,2015-02-04,25
35,2015-02-05,25
36,2015-02-06,22
37,2015-02-07,40
38,2015-02-08,34
39,2015-02-09,17
40,2015-02-10,32
41,2015-02-11,42
42,2015-02-12,40
43,2015-02-13,27
44,2015-02-14,26
45,2015-02-15,23
46,2015-02-16,11
47,2015-02-17,7
48,2015-02-18,30
49,2015-02-19,34
50,2015-02-20,19
51,2015-02-21,20
52,2015-02-22,26
53,2015-02-23,39
54,2015-02-24,25
55,2015-02-25,45
56,2015-02-26,30
57,2015-02-27,40
58,2015-02-28,27
59,2015-03-01,21
60,2015-03-02,21
61,2015-03-03,30
62,2015-03-04,26
63,2015-03-05,6
64,2015-03-06,17
65,2015-03-07,31
66,2015-03-08,44
67,2015-03-09,54
68,2015-03-10,48
69,2015-03-11,59
70,2015-03-12,77
71,2015-03-13,59
72,2015-03-14,31
73,2015-03-15,52
74,2015-03-16,67
75,2015-03-17,59
76,2015-03-18,46
77,2015-03-19,73
78,2015-03-20,34
79,2015-03-21,54
80,2015-03-22,66
81,2015-03-23,39
82,2015-03-24,60
83,2015-03-25,65
84,2015-03-26,67
85,2015-03-27,63
86,2015-03-28,12
87,2015-03-29,59
88,2015-03-30,78
89,2015-03-31,41
90,2015-04-01,68
91,2015-04-02,57
92,2015-04-03,66
93,2015-04-04,70
94,2015-04-05,77
95,2015-04-06,97
96,2015-04-07,79
97,2015-04-08,57
98,2015-04-09,78
99,2015-04-10,53
100,2015-04-11,87
101,2015-04-12,98
102,2015-04-13,85
103,2015-04-14,101
104,2015-04-15,112
105,2015-04-16,91
106,2015-04-17,98
107,2015-04-18,131
108,2015-04-19,131
109,2015-04-20,55
110,2015-04-21,100
111,2015-04-22,85
112,2015-04-23,82
113,2015-04-24,87
114,2015-04-25,89
115,2015-04-26,117
116,2015-04-27,77
117,2015-04-28,93
118,2015-04-29,100
119,2015-04-30,111
120,2015-05-01,108
121,2015-05-02,110
122,2015-05-03,136
123,2015-05-04,123
124,2015-05-05,123
125,2015-05-06,111
126,2015-05-07,127
127,2015-05-08,121
128,2015-05-09,137
129,2015-05-10,127
130,2015-05-11,119
131,2015-05-12,136
132,2015-05-13,138
133,2015-05-14,160
134,2015-05-15,141
135,2015-05-16,109
136,2015-05-17,159
137,2015-05-18,130
138,2015-05-19,134
139,2015-05-20,110
140,2015-05-21,88
141,2015-05-22,147
142,2015-05-23,97
143,2015-05-24,110
144,2015-05-25,147
145,2015-05-26,124
146,2015-05-27,119
147,2015-05-28,139
148,2015-05-29,137
149,2015-05-30,146
150,2015-05-31,115
151,2015-06-01,64
152,2015-06-02,59
153,2015-06-03,103
154,2015-06-04,122
155,2015-06-05,96
156,2015-06-06,118
157,2015-06-07,126
158,2015-06-08,113
159,2015-06-09,135
160,2015-06-10,141
161,2015-06-11,153
162,2015-06-12,121
163,2015-06-13,128
164,2015-06-14,103
165,2015-06-15,111
166,2015-06-16,116
167,2015-06-17,159
168,2015-06-18,146
169,2015-06-19,127
170,2015-06-20,107
171,2015-06-21,114
172,2015-06-22,127
173,2015-06-23,120
174,2015-06-24,134
175,2015-06-25,142
176,2015-06-26,154
177,2015-06-27,83
178,2015-06-28,94
179,2015-06-29,131
180,2015-06-30,144
181,2015-07-01,133
182,2015-07-02,106
183,2015-07-03,103
184,2015-07-04,80
185,2015-07-05,81
186,2015-07-06,111
187,2015-07-07,117
188,2015-07-08,118
189,2015-07-09,128
190,2015-07-10,144
191,2015-07-11,140
192,2015-07-12,130
193,2015-07-13,117
194,2015-07-14,129
195,2015-07-15,109
196,2015-07-16,144
197,2015-07-17,137
198,2015-07-18,136
199,2015-07-19,120
200,2015-07-20,106
201,2015-07-21,141
202,2015-07-22,127
203,2015-07-23,141
204,2015-07-24,140
205,2015-07-25,136
206,2015-07-26,131
207,2015-07-27,141
208,2015-07-28,152
209,2015-07-29,133
210,2015-07-30,110
211,2015-07-31,135
212,2015-08-01,123
213,2015-08-02,138
214,2015-08-03,129
215,2015-08-04,135
216,2015-08-05,156
217,2015-08-06,128
218,2015-08-07,125
219,2015-08-08,141
220,2015-08-09,113
221,2015-08-10,122
222,2015-08-11,102
223,2015-08-12,134
224,2015-08-13,149
225,2015-08-14,142
226,2015-08-15,139
227,2015-08-16,124
228,2015-08-17,114
229,2015-08-18,138
230,2015-08-19,142
231,2015-08-20,144
232,2015-08-21,129
233,2015-08-22,152
234,2015-08-23,152
235,2015-08-24,127
236,2015-08-25,142
237,2015-08-26,137
238,2015-08-27,125
239,2015-08-28,152
240,2015-08-29,118
241,2015-08-30,149
242,2015-08-31,135
243,2015-09-01,153
244,2015-09-02,146
245,2015-09-03,158
246,2015-09-04,137
247,2015-09-05,134
248,2015-09-06,105
249,2015-09-07,128
250,2015-09-08,138
251,2015-09-09,142
252,2015-09-10,93
253,2015-09-11,136
254,2015-09-12,130
255,2015-09-13,151
256,2015-09-14,140
257,2015-09-15,143
258,2015-09-16,155
259,2015-09-17,147
260,2015-09-18,150
261,2015-09-19,170
262,2015-09-20,163
263,2015-09-21,155
264,2015-09-22,173
265,2015-09-23,153
266,2015-09-24,170
267,2015-09-25,177
268,2015-09-26,159
269,2015-09-27,155
270,2015-09-28,126
271,2015-09-29,129
272,2015-09-30,132
273,2015-10-01,116
274,2015-10-02,43
275,2015-10-03,84
276,2015-10-04,166
277,2015-10-05,129
278,2015-10-06,120
279,2015-10-07,138
280,2015-10-08,146
281,2015-10-09,121
282,2015-10-10,154
283,2015-10-11,167
284,2015-10-12,143
285,2015-10-13,133
286,2015-10-14,135
287,2015-10-15,120
288,2015-10-16,145
289,2015-10-17,134
290,2015-10-18,120
291,2015-10-19,121
292,2015-10-20,130
293,2015-10-21,133
294,2015-10-22,143
295,2015-10-23,130
296,2015-10-24,101
297,2015-10-25,113
298,2015-10-26,130
299,2015-10-27,150
300,2015-10-28,84
301,2015-10-29,101
302,2015-10-30,127
303,2015-10-31,137
304,2015-11-01,123
305,2015-11-02,126
306,2015-11-03,140
307,2015-11-04,152
308,2015-11-05,125
309,2015-11-06,136
310,2015-11-07,114
311,2015-11-08,116
312,2015-11-09,130
313,2015-11-10,64
314,2015-11-11,117
315,2015-11-12,139
316,2015-11-13,122
317,2015-11-14,105
318,2015-11-15,106
319,2015-11-16,125
320,2015-11-17,115
321,2015-11-18,144
322,2015-11-19,82
323,2015-11-20,103
324,2015-11-21,116
325,2015-11-22,87
326,2015-11-23,109
327,2015-11-24,82
328,2015-11-25,96
329,2015-11-26,31
330,2015-11-27,71
331,2015-11-28,47
332,2015-11-29,79
333,2015-11-30,99
334,2015-12-01,60
335,2015-12-02,71
336,2015-12-03,114
337,2015-12-04,107
338,2015-12-05,112
339,2015-12-06,112
340,2015-12-07,91
341,2015-12-08,110
342,2015-12-09,125
343,2015-12-10,127
344,2015-12-11,136
345,2015-12-12,132
346,2015-12-13,148
347,2015-12-14,118
348,2015-12-15,127
349,2015-12-16,124
350,2015-12-17,86
351,2015-12-18,85
352,2015-12-19,65
353,2015-12-20,80
354,2015-12-21,81
355,2015-12-22,61
356,2015-12-23,50
357,2015-12-24,65
358,2015-12-25,24
359,2015-12-26,48
360,2015-12-27,46
361,2015-12-28,67
362,2015-12-29,41
363,2015-12-30,78
364,2015-12-31,89
