,date,267
0,2015-01-01,14
1,2015-01-02,13
2,2015-01-03,6
3,2015-01-04,13
4,2015-01-05,62
5,2015-01-06,33
6,2015-01-07,30
7,2015-01-08,29
8,2015-01-09,30
9,2015-01-10,9
10,2015-01-11,17
11,2015-01-12,35
12,2015-01-13,50
13,2015-01-14,41
14,2015-01-15,49
15,2015-01-16,29
16,2015-01-17,21
17,2015-01-18,4
18,2015-01-19,22
19,2015-01-20,64
20,2015-01-21,43
21,2015-01-22,53
22,2015-01-23,65
23,2015-01-24,21
24,2015-01-25,32
25,2015-01-26,32
26,2015-01-27,7
27,2015-01-28,25
28,2015-01-29,25
29,2015-01-30,18
30,2015-01-31,15
31,2015-02-01,22
32,2015-02-02,7
33,2015-02-03,19
34,2015-02-04,32
35,2015-02-05,53
36,2015-02-06,32
37,2015-02-07,12
38,2015-02-08,21
39,2015-02-09,17
40,2015-02-10,30
41,2015-02-11,44
42,2015-02-12,45
43,2015-02-13,30
44,2015-02-14,14
45,2015-02-15,3
46,2015-02-16,12
47,2015-02-17,27
48,2015-02-18,33
49,2015-02-19,29
50,2015-02-20,23
51,2015-02-21,6
52,2015-02-22,12
53,2015-02-23,33
54,2015-02-24,26
55,2015-02-25,29
56,2015-02-26,38
57,2015-02-27,30
58,2015-02-28,8
59,2015-03-01,8
60,2015-03-02,24
61,2015-03-03,30
62,2015-03-04,42
63,2015-03-05,5
64,2015-03-06,11
65,2015-03-07,4
66,2015-03-08,17
67,2015-03-09,50
68,2015-03-10,30
69,2015-03-11,33
70,2015-03-12,77
71,2015-03-13,50
72,2015-03-14,2
73,2015-03-15,14
74,2015-03-16,70
75,2015-03-17,36
76,2015-03-18,61
77,2015-03-19,75
78,2015-03-20,32
79,2015-03-21,17
80,2015-03-22,23
81,2015-03-23,87
82,2015-03-24,87
83,2015-03-25,68
84,2015-03-26,72
85,2015-03-27,52
86,2015-03-28,0
87,2015-03-29,7
88,2015-03-30,117
89,2015-03-31,57
90,2015-04-01,66
91,2015-04-02,98
92,2015-04-03,42
93,2015-04-04,23
94,2015-04-05,34
95,2015-04-06,139
96,2015-04-07,85
97,2015-04-08,110
98,2015-04-09,67
99,2015-04-10,52
100,2015-04-11,26
101,2015-04-12,45
102,2015-04-13,79
103,2015-04-14,56
104,2015-04-15,70
105,2015-04-16,77
106,2015-04-17,85
107,2015-04-18,43
108,2015-04-19,47
109,2015-04-20,37
110,2015-04-21,60
111,2015-04-22,72
112,2015-04-23,69
113,2015-04-24,91
114,2015-04-25,23
115,2015-04-26,32
116,2015-04-27,80
117,2015-04-28,64
118,2015-04-29,91
119,2015-04-30,96
120,2015-05-01,67
121,2015-05-02,48
122,2015-05-03,53
123,2015-05-04,87
124,2015-05-05,102
125,2015-05-06,81
126,2015-05-07,77
127,2015-05-08,66
128,2015-05-09,40
129,2015-05-10,53
130,2015-05-11,74
131,2015-05-12,93
132,2015-05-13,78
133,2015-05-14,87
134,2015-05-15,91
135,2015-05-16,34
136,2015-05-17,56
137,2015-05-18,76
138,2015-05-19,64
139,2015-05-20,82
140,2015-05-21,77
141,2015-05-22,74
142,2015-05-23,43
143,2015-05-24,72
144,2015-05-25,64
145,2015-05-26,84
146,2015-05-27,81
147,2015-05-28,80
148,2015-05-29,92
149,2015-05-30,37
150,2015-05-31,40
151,2015-06-01,44
152,2015-06-02,34
153,2015-06-03,78
154,2015-06-04,65
155,2015-06-05,67
156,2015-06-06,33
157,2015-06-07,47
158,2015-06-08,64
159,2015-06-09,81
160,2015-06-10,92
161,2015-06-11,78
162,2015-06-12,73
163,2015-06-13,52
164,2015-06-14,63
165,2015-06-15,82
166,2015-06-16,94
167,2015-06-17,69
168,2015-06-18,68
169,2015-06-19,81
170,2015-06-20,40
171,2015-06-21,46
172,2015-06-22,99
173,2015-06-23,80
174,2015-06-24,101
175,2015-06-25,103
176,2015-06-26,84
177,2015-06-27,22
178,2015-06-28,44
179,2015-06-29,95
180,2015-06-30,95
181,2015-07-01,76
182,2015-07-02,86
183,2015-07-03,42
184,2015-07-04,53
185,2015-07-05,75
