,date,265
0,2015-01-01,28
1,2015-01-02,37
2,2015-01-03,13
3,2015-01-04,43
4,2015-01-05,44
5,2015-01-06,25
6,2015-01-07,22
7,2015-01-08,18
8,2015-01-09,26
9,2015-01-10,25
10,2015-01-11,41
11,2015-01-12,28
12,2015-01-13,49
13,2015-01-14,30
14,2015-01-15,43
15,2015-01-16,45
16,2015-01-17,43
17,2015-01-18,6
18,2015-01-19,42
19,2015-01-20,40
20,2015-01-21,35
21,2015-01-22,59
22,2015-01-23,38
23,2015-01-24,27
24,2015-01-25,36
25,2015-01-26,11
26,2015-01-27,5
27,2015-01-28,8
28,2015-01-29,27
29,2015-01-30,25
30,2015-01-31,20
31,2015-02-01,32
32,2015-02-02,5
33,2015-02-03,7
34,2015-02-04,19
35,2015-02-05,25
36,2015-02-06,22
37,2015-02-07,22
38,2015-02-08,27
39,2015-02-09,11
40,2015-02-10,32
41,2015-02-11,37
42,2015-02-12,40
43,2015-02-13,24
44,2015-02-14,16
45,2015-02-15,9
46,2015-02-16,16
47,2015-02-17,11
48,2015-02-18,25
49,2015-02-19,22
50,2015-02-20,9
51,2015-02-21,15
52,2015-02-22,14
53,2015-02-23,19
54,2015-02-24,23
55,2015-02-25,30
56,2015-02-26,37
57,2015-02-27,22
58,2015-02-28,23
59,2015-03-01,6
60,2015-03-02,21
61,2015-03-03,19
62,2015-03-04,13
63,2015-03-05,4
64,2015-03-06,16
65,2015-03-07,23
66,2015-03-08,29
67,2015-03-09,49
68,2015-03-10,21
69,2015-03-11,57
70,2015-03-12,51
71,2015-03-13,39
72,2015-03-14,20
73,2015-03-15,41
74,2015-03-16,63
75,2015-03-17,35
76,2015-03-18,35
77,2015-03-19,46
78,2015-03-20,20
79,2015-03-21,38
80,2015-03-22,36
81,2015-03-23,46
82,2015-03-24,39
83,2015-03-25,38
84,2015-03-26,53
85,2015-03-27,48
86,2015-03-28,11
87,2015-03-29,47
88,2015-03-30,56
89,2015-03-31,25
90,2015-04-01,59
91,2015-04-02,70
92,2015-04-03,49
93,2015-04-04,65
94,2015-04-05,61
95,2015-04-06,68
96,2015-04-07,59
97,2015-04-08,53
98,2015-04-09,68
99,2015-04-10,55
100,2015-04-11,62
101,2015-04-12,80
102,2015-04-13,97
103,2015-04-14,72
104,2015-04-15,89
105,2015-04-16,88
106,2015-04-17,68
107,2015-04-18,111
108,2015-04-19,74
109,2015-04-20,40
110,2015-04-21,73
111,2015-04-22,77
112,2015-04-23,83
113,2015-04-24,54
114,2015-04-25,70
115,2015-04-26,98
116,2015-04-27,82
117,2015-04-28,90
118,2015-04-29,74
119,2015-04-30,101
120,2015-05-01,77
121,2015-05-02,98
122,2015-05-03,99
123,2015-05-04,108
124,2015-05-05,83
125,2015-05-06,85
126,2015-05-07,118
127,2015-05-08,110
128,2015-05-09,119
129,2015-05-10,108
130,2015-05-11,95
131,2015-05-12,88
132,2015-05-13,105
133,2015-05-14,155
134,2015-05-15,116
135,2015-05-16,101
136,2015-05-17,117
137,2015-05-18,89
138,2015-05-19,103
139,2015-05-20,113
140,2015-05-21,93
141,2015-05-22,80
142,2015-05-23,84
143,2015-05-24,89
144,2015-05-25,87
145,2015-05-26,128
146,2015-05-27,86
147,2015-05-28,118
148,2015-05-29,132
149,2015-05-30,120
150,2015-05-31,80
151,2015-06-01,38
152,2015-06-02,31
153,2015-06-03,104
154,2015-06-04,88
155,2015-06-05,83
156,2015-06-06,90
157,2015-06-07,93
158,2015-06-08,101
159,2015-06-09,109
