date,usage
2015-01-01,15
2015-01-02,15
2015-01-03,4
2015-01-04,6
2015-01-05,21
2015-01-06,8
2015-01-07,11
2015-01-08,11
2015-01-09,12
2015-01-10,5
2015-01-11,10
2015-01-12,13
2015-01-13,17
2015-01-14,12
2015-01-15,14
2015-01-16,13
2015-01-17,5
2015-01-18,3
2015-01-19,13
2015-01-20,26
2015-01-21,26
2015-01-22,19
2015-01-23,17
2015-01-24,10
2015-01-25,11
2015-01-26,5
2015-01-27,0
2015-01-28,4
2015-01-29,13
2015-01-30,12
2015-01-31,5
2015-02-01,7
2015-02-02,3
2015-02-03,7
2015-02-04,11
2015-02-05,11
2015-02-06,12
2015-02-07,7
2015-02-08,6
2015-02-09,9
2015-02-10,13
2015-02-11,8
2015-02-12,4
2015-02-13,9
2015-02-14,3
2015-02-15,2
2015-02-16,2
2015-02-17,12
2015-02-18,17
2015-02-19,10
2015-02-20,8
2015-02-21,6
2015-02-22,7
2015-02-23,7
2015-02-24,14
2015-02-25,16
2015-02-26,12
2015-02-27,11
2015-02-28,10
2015-03-01,1
2015-03-02,7
2015-03-03,7
2015-03-04,7
2015-03-05,2
2015-03-06,6
2015-03-07,10
2015-03-08,8
2015-03-09,19
2015-03-10,15
2015-03-11,32
2015-03-12,27
2015-03-13,24
2015-03-14,5
2015-03-15,9
2015-03-16,30
2015-03-17,21
2015-03-18,19
2015-03-19,25
2015-03-20,10
2015-03-21,10
2015-03-22,17
2015-03-23,18
2015-03-24,32
2015-03-25,19
2015-03-26,27
2015-03-27,21
2015-03-28,1
2015-03-29,14
2015-03-30,31
2015-03-31,15
2015-04-01,31
2015-04-02,33
2015-04-03,19
2015-04-04,23
2015-04-05,19
2015-04-06,39
2015-04-07,25
2015-04-08,23
2015-04-09,24
2015-04-10,25
2015-04-11,45
2015-04-12,25
2015-04-13,33
2015-04-14,35
2015-04-15,44
2015-04-16,55
2015-04-17,37
2015-04-18,39
2015-04-19,24
2015-04-20,15
2015-04-21,42
2015-04-22,30
2015-04-23,47
2015-04-24,37
2015-04-25,55
2015-04-26,31
2015-04-27,52
2015-04-28,53
2015-04-29,62
2015-04-30,54
2015-05-01,56
2015-05-02,39
2015-05-03,47
2015-05-04,65
2015-05-05,65
2015-05-06,55
2015-05-07,67
2015-05-08,71
2015-05-09,15
2015-05-10,21
2015-05-11,45
2015-05-12,74
2015-05-13,62
2015-05-14,70
2015-05-15,52
2015-05-16,31
2015-05-17,28
2015-05-18,66
2015-05-19,64
2015-05-20,57
2015-05-21,64
2015-05-22,52
2015-05-23,29
2015-05-24,28
2015-05-25,30
2015-05-26,62
2015-05-27,58
2015-05-28,63
2015-05-29,71
2015-05-30,28
2015-05-31,20
2015-06-01,31
2015-06-02,24
2015-06-03,86
2015-06-04,62
2015-06-05,72
2015-06-06,39
2015-06-07,36
2015-06-08,72
2015-06-09,64
2015-06-10,85
2015-06-11,69
2015-06-12,69
2015-06-13,27
2015-06-14,28
2015-06-15,48
2015-06-16,70
2015-06-17,69
2015-06-18,62
2015-06-19,64
2015-06-20,27
2015-06-21,29
2015-06-22,85
2015-06-23,66
2015-06-24,77
2015-06-25,78
2015-06-26,81
2015-06-27,23
2015-06-28,34
2015-06-29,77
2015-06-30,69
2015-07-01,70
2015-07-02,59
2015-07-03,30
2015-07-04,25
2015-07-05,31
2015-07-06,65
2015-07-07,64
2015-07-08,63
2015-07-09,63
2015-07-10,62
2015-07-11,48
2015-07-12,53
2015-07-13,64
2015-07-14,62
2015-07-15,62
2015-07-16,90
2015-07-17,64
2015-07-18,25
2015-07-19,42
2015-07-20,65
2015-07-21,78
2015-07-22,80
2015-07-23,85
2015-07-24,76
2015-07-25,38
2015-07-26,41
2015-07-27,83
2015-07-28,73
2015-07-29,64
2015-07-30,58
2015-07-31,68
2015-08-01,41
2015-08-02,53
2015-08-03,61
2015-08-04,73
2015-08-05,77
2015-08-06,82
2015-08-07,69
2015-08-08,39
2015-08-09,56
2015-08-10,67
2015-08-11,34
2015-08-12,61
2015-08-13,76
2015-08-14,77
2015-08-15,32
2015-08-16,35
2015-08-17,53
2015-08-18,70
2015-08-19,63
2015-08-20,64
2015-08-21,54
2015-08-22,45
2015-08-23,41
2015-08-24,71
2015-08-25,75
2015-08-26,71
2015-08-27,73
2015-08-28,62
2015-08-29,37
2015-08-30,38
2015-08-31,64
2015-09-01,66
2015-09-02,69
2015-09-03,82
2015-09-04,58
2015-09-05,40
2015-09-06,47
2015-09-07,30
2015-09-08,86
2015-09-09,70
2015-09-10,29
2015-09-11,81
2015-09-12,30
2015-09-13,38
2015-09-14,72
2015-09-15,87
2015-09-16,85
2015-09-17,75
2015-09-18,86
2015-09-19,54
2015-09-20,40
2015-09-21,84
2015-09-22,84
2015-09-23,64
2015-09-24,84
2015-09-25,81
2015-09-26,55
2015-09-27,45
2015-09-28,88
2015-09-29,76
2015-09-30,57
2015-10-01,43
2015-10-02,15
2015-10-03,16
2015-10-04,35
2015-10-05,77
2015-10-06,76
2015-10-07,82
2015-10-08,78
2015-10-09,67
2015-10-10,44
2015-10-11,40
2015-10-12,63
2015-10-13,84
2015-10-14,79
2015-10-15,80
2015-10-16,75
2015-10-17,33
2015-10-18,29
2015-10-19,64
2015-10-20,89
2015-10-21,83
2015-10-22,83
2015-10-23,82
2015-10-24,43
2015-10-25,38
2015-10-26,75
2015-10-27,73
2015-10-28,23
2015-10-29,84
2015-10-30,88
2015-10-31,30
2015-11-01,32
2015-11-02,76
2015-11-03,85
2015-11-04,74
2015-11-05,77
2015-11-06,79
2015-11-07,40
2015-11-08,27
2015-11-09,81
2015-11-10,42
2015-11-11,65
2015-11-12,69
2015-11-13,72
2015-11-14,20
2015-11-15,34
2015-11-16,74
2015-11-17,67
2015-11-18,76
2015-11-19,29
2015-11-20,86
2015-11-21,30
2015-11-22,29
2015-11-23,49
2015-11-24,47
2015-11-25,53
2015-11-26,8
2015-11-27,27
2015-11-28,21
2015-11-29,20
2015-11-30,52
2015-12-01,30
2015-12-02,41
2015-12-03,59
2015-12-04,56
2015-12-05,37
2015-12-06,29
2015-12-07,63
2015-12-08,60
2015-12-09,71
2015-12-10,62
2015-12-11,68
2015-12-12,34
2015-12-13,35
2015-12-14,59
2015-12-15,78
2015-12-16,70
2015-12-17,34
2015-12-18,42
2015-12-19,23
2015-12-20,22
2015-12-21,56
2015-12-22,31
2015-12-23,26
2015-12-24,30
2015-12-25,16
2015-12-26,21
2015-12-27,16
2015-12-28,33
2015-12-29,26
2015-12-30,35
2015-12-31,27
